,w1,w2,w3,w4,w5,w6,w7,w8,alpha1,alpha2,alpha3,alpha4
16,0.258387968,0.096413421,0.327034323,0.318164288,0.379183861,0.38697845,0.071068317,0.162769372,0.25,0.25,0.25,0.25
17,0.631794872,0.072820513,0.047179487,0.248205128,0.21979735,0.143413874,0.31410756,0.322681216,0.25,0.25,0.25,0.25
18,0.341595313,0.258675079,0.088328076,0.311401532,0.11011011,0.322322322,0.13963964,0.427927928,0.25,0.25,0.25,0.25
19,0.035542169,0.013855422,0.525903614,0.424698795,0.355538922,0.070359281,0.445359281,0.128742515,0.25,0.25,0.25,0.25
20,0.306338028,0.237089202,0.440140845,0.016431925,0.18102257,0.307692308,0.239981575,0.271303547,0.25,0.25,0.25,0.25
21,0.285638298,0.231914894,0.007446809,0.475,0.271327014,0.227883096,0.174170616,0.326619273,0.25,0.25,0.25,0.25
22,0.133037694,0.365853659,0.347228381,0.153880266,0.260017809,0.000890472,0.466607302,0.272484417,0.25,0.25,0.25,0.25
23,0.027272727,0.155555556,0.575757576,0.241414141,0.195784353,0.358329955,0.225374949,0.220510742,0.25,0.25,0.25,0.25
24,0.398084815,0.574555404,0.021887825,0.005471956,0.237301587,0.048412698,0.665873016,0.048412698,0.25,0.25,0.25,0.25
25,0.205048944,0.062339001,0.434827409,0.297784647,0.261105092,0.324485374,0.352112676,0.062296858,0.25,0.25,0.25,0.25
26,0.270068451,0.161792159,0.521468575,0.046670815,0.158756137,0.363338789,0.438625205,0.039279869,0.25,0.25,0.25,0.25
27,0.191786806,0.331585845,0.272608126,0.204019222,0.063867534,0.136014193,0.340035482,0.460082791,0.25,0.25,0.25,0.25
28,0.086692435,0.08393153,0.37603534,0.453340696,0.297905353,0.401086113,0.005430566,0.295577967,0.25,0.25,0.25,0.25
29,0.272355878,0.192010894,0.384475715,0.151157512,0.071028037,0.004984424,0.380062305,0.543925234,0.25,0.25,0.25,0.25
30,0.049246231,0.653266332,0.093467337,0.204020101,0.299731903,0.135656836,0.412868633,0.151742627,0.25,0.25,0.25,0.25
31,0.512912482,0.218794835,0.266857963,0.00143472,0.210114389,0.237206502,0.183624323,0.369054786,0.25,0.25,0.25,0.25
32,0.373757455,0.277004639,0.142478463,0.206759443,0.360671016,0.308480895,0.280521901,0.050326188,0.25,0.25,0.25,0.25
33,0.337706788,0.390758699,0.080433542,0.19110097,0.273297491,0.399641577,0.214605735,0.112455197,0.25,0.25,0.25,0.25
34,0.357211538,0.222596154,0.167788462,0.252403846,0.358774915,0.068546427,0.175012154,0.397666505,0.25,0.25,0.25,0.25
35,0.274268105,0.282742681,0.265023112,0.177966102,0.059578368,0.29055912,0.263519707,0.386342805,0.25,0.25,0.25,0.25
36,0.205555556,0.055555556,0.445833333,0.293055556,0.301209846,0.16020025,0.185231539,0.353358365,0.25,0.25,0.25,0.25
37,0.552039967,0.038301415,0.195670275,0.213988343,0.070707071,0.326905418,0.346648301,0.25573921,0.25,0.25,0.25,0.25
38,0.401975309,0.118024691,0.098271605,0.381728395,0.103378103,0.326414326,0.335368335,0.234839235,0.25,0.25,0.25,0.25
39,0.324662331,0.168584292,0.253126563,0.253626813,0.302186879,0.302186879,0.235255136,0.160371107,0.25,0.25,0.25,0.25
40,0.454753723,0.085910653,0.241695304,0.217640321,0.226752504,0.010014306,0.38769671,0.375536481,0.25,0.25,0.25,0.25
41,0.039563438,0.293315143,0.664392906,0.002728513,0.389230043,0.249881908,0.202172886,0.158715163,0.25,0.25,0.25,0.25
42,0.223136717,0.364883402,0.270233196,0.141746685,0.037878788,0.193850267,0.39171123,0.376559715,0.25,0.25,0.25,0.25
43,0.333194502,0.047063723,0.287380258,0.332361516,0.255090498,0.387443439,0.19061086,0.166855204,0.25,0.25,0.25,0.25
44,0.251959011,0.31946956,0.255575648,0.172995781,0.109578544,0.552490421,0.232950192,0.104980843,0.25,0.25,0.25,0.25
45,0.652238806,0.060447761,0.035074627,0.252238806,0.390265487,0.00619469,0.092035398,0.511504425,0.25,0.25,0.25,0.25
46,0.334417092,0.073850441,0.340919647,0.250812819,0.299099836,0.166530278,0.227086743,0.307283142,0.25,0.25,0.25,0.25
47,0.084325397,0.309027778,0.322916667,0.283730159,0.042625746,0.467178176,0.076726343,0.413469736,0.25,0.25,0.25,0.25
48,0.495954693,0.27184466,0.000809061,0.231391586,0.123488774,0.103626943,0.65716753,0.115716753,0.25,0.25,0.25,0.25
49,0.28226887,0.147833854,0.227333631,0.342563644,0.307982995,0.305621162,0.085498347,0.300897496,0.25,0.25,0.25,0.25
50,0.328065134,0.341954023,0.239463602,0.090517241,0.630234209,0.018452803,0.22569198,0.125621008,0.25,0.25,0.25,0.25
51,0.056005895,0.288135593,0.540162122,0.115696389,0.161315583,0.095536413,0.667971809,0.075176194,0.25,0.25,0.25,0.25
52,0.105609115,0.253724803,0.382997371,0.257668712,0.219858156,0.201684397,0.335549645,0.242907801,0.25,0.25,0.25,0.25
53,0.166057653,0.358911896,0.129922858,0.345107592,0.483573487,0.019020173,0.229971182,0.267435159,0.25,0.25,0.25,0.25
54,0.010116338,0.16287304,0.402630248,0.424380374,0.095910781,0.281784387,0.024535316,0.597769517,0.25,0.25,0.25,0.25
55,0.31857071,0.310518369,0.240060393,0.130850528,0.201664219,0.334801762,0.42535487,0.038179148,0.25,0.25,0.25,0.25
56,0.156730178,0.453595575,0.190534726,0.199139521,0.19908641,0.213932242,0.325846974,0.261134374,0.25,0.25,0.25,0.25
57,0.333157339,0.071277719,0.443505808,0.152059134,0.115236876,0.5,0.228553137,0.156209987,0.25,0.25,0.25,0.25
58,0.329839012,0.23436915,0.137401722,0.298390116,0.263711495,0.334335086,0.395191585,0.006761833,0.25,0.25,0.25,0.25
59,0.14538419,0.289110006,0.461580984,0.10392482,0.300833333,0.19,0.194166667,0.315,0.25,0.25,0.25,0.25
60,0.285769528,0.236272235,0.197989172,0.279969064,0.161522199,0.289217759,0.246511628,0.302748414,0.25,0.25,0.25,0.25
61,0.168430741,0.245743212,0.312471238,0.273354809,0.293889428,0.083414161,0.25557711,0.367119302,0.25,0.25,0.25,0.25
62,0.508919203,0.218258132,0.240293809,0.032528856,0.320398532,0.20713162,0.031463031,0.441006817,0.25,0.25,0.25,0.25
63,0.410231185,0.167240531,0.24495819,0.177570093,0.187924528,0.308679245,0.190566038,0.312830189,0.25,0.25,0.25,0.25
64,0.371024735,0.220848057,0.111896349,0.29623086,0.418716836,0.245055475,0.017366136,0.318861553,0.25,0.25,0.25,0.25
65,0.059760956,0.315405046,0.195883134,0.428950863,0.037627551,0.133928571,0.466836735,0.361607143,0.25,0.25,0.25,0.25
66,0.264171712,0.35443038,0.209135938,0.17226197,0.276664862,0.323768273,0.070384407,0.329182458,0.25,0.25,0.25,0.25
67,0.070840198,0.051619989,0.433827567,0.443712246,0.458777342,0.219293326,0.006169377,0.315759955,0.25,0.25,0.25,0.25
68,0.013150685,0.436164384,0.218082192,0.33260274,0.355156951,0.258295964,0.042600897,0.343946188,0.25,0.25,0.25,0.25
69,0.265009684,0.258553906,0.198192382,0.278244028,0.307692308,0.35066313,0.209018568,0.132625995,0.25,0.25,0.25,0.25
70,0.470690656,0.044109112,0.045269878,0.439930354,0.156767283,0.219084713,0.370009737,0.254138267,0.25,0.25,0.25,0.25
71,0.051595977,0.383034543,0.349365982,0.216003498,0.340640809,0.341062395,0.152192243,0.166104553,0.25,0.25,0.25,0.25
72,0.410461538,0.350153846,0.214153846,0.025230769,0.115364168,0.465178097,0.414673046,0.004784689,0.25,0.25,0.25,0.25
73,0.318052594,0.212508884,0.276119403,0.193319119,0.167883212,0.340632603,0.385644769,0.105839416,0.25,0.25,0.25,0.25
74,0.304798962,0.036316472,0.536316472,0.122568093,0.21849711,0.338150289,0.291907514,0.151445087,0.25,0.25,0.25,0.25
75,0.264074289,0.456761463,0.253047011,0.026117237,0.041770574,0.37967581,0.08478803,0.493765586,0.25,0.25,0.25,0.25
76,0.188442211,0.316582915,0.390954774,0.104020101,0.254655493,0.209497207,0.312383613,0.223463687,0.25,0.25,0.25,0.25
77,0.359851989,0.227567068,0.218778908,0.193802035,0.204339964,0.537070524,0.048824593,0.209764919,0.25,0.25,0.25,0.25
78,0.351025332,0.017490953,0.296139928,0.335343788,0.136013687,0.349016253,0.491017964,0.023952096,0.25,0.25,0.25,0.25
79,0.377673448,0.091288472,0.370892019,0.160146062,0.457172343,0.291021672,0.178534572,0.073271414,0.25,0.25,0.25,0.25
80,0.080636002,0.26746167,0.378762067,0.273140261,0.320677036,0.255718207,0.214089661,0.209515096,0.25,0.25,0.25,0.25
81,0.641744548,0.046728972,0.186137072,0.125389408,0.553909465,0.111934156,0.29382716,0.040329218,0.25,0.25,0.25,0.25
82,0.322426177,0.520351157,0.0207502,0.136472466,0.209906817,0.269740069,0.119176067,0.401177048,0.25,0.25,0.25,0.25
83,0.367693275,0.031426776,0.133249529,0.467630421,0.435830278,0.323729701,0.134101624,0.106338397,0.25,0.25,0.25,0.25
84,0.078870497,0.037974684,0.463485881,0.419668939,0.513674197,0.212841855,0.065398335,0.208085612,0.25,0.25,0.25,0.25
85,0.1184573,0.297061524,0.22681359,0.357667585,0.456399796,0.172870984,0.122896481,0.247832738,0.25,0.25,0.25,0.25
86,0.471687741,0.009345794,0.06102254,0.457943925,0.362105263,0.111578947,0.465263158,0.061052632,0.25,0.25,0.25,0.25
87,0.237057221,0.019981835,0.116257947,0.626702997,0.317009346,0.185420561,0.262429907,0.235140187,0.25,0.25,0.25,0.25
88,0.256756757,0.137837838,0.245945946,0.359459459,0.329805996,0.356848912,0.136978248,0.176366843,0.25,0.25,0.25,0.25
89,0.348567946,0.19804997,0.040828763,0.412553321,0.326257862,0.262185535,0.106918239,0.304638365,0.25,0.25,0.25,0.25
90,0.224256293,0.144927536,0.216628528,0.414187643,0.654362416,0.004194631,0.19295302,0.148489933,0.25,0.25,0.25,0.25
91,0.206259427,0.317119155,0.235671192,0.240950226,0.111050328,0.264770241,0.483041575,0.141137856,0.25,0.25,0.25,0.25
92,0.327773749,0.002900653,0.094996374,0.574329224,0.587265918,0.08988764,0.217977528,0.104868914,0.25,0.25,0.25,0.25
93,0.130487805,0.196341463,0.347154472,0.32601626,0.411480945,0.180414858,0.176555716,0.23154848,0.25,0.25,0.25,0.25
94,0.260089686,0.26367713,0.379372197,0.096860987,0.308788599,0.361045131,0.035154394,0.295011876,0.25,0.25,0.25,0.25
95,0.000838223,0.347024308,0.44341995,0.208717519,0.331707317,0.064808362,0.181184669,0.422299652,0.25,0.25,0.25,0.25
96,0.153846154,0.27853598,0.533498759,0.034119107,0.278212291,0.255865922,0.03575419,0.430167598,0.25,0.25,0.25,0.25
97,0.081081081,0.409788167,0.46165084,0.047479912,0.16620753,0.557392103,0.123966942,0.152433425,0.25,0.25,0.25,0.25
98,0.174508127,0.130881095,0.647562019,0.04704876,0.318311466,0.159155733,0.035938391,0.48659441,0.25,0.25,0.25,0.25
99,0.207527976,0.101220753,0.321464903,0.369786368,0.251830161,0.596632504,0.081991215,0.06954612,0.25,0.25,0.25,0.25
100,0.155555556,0.127437642,0.372335601,0.344671202,0.275138559,0.248218527,0.300079177,0.176563737,0.25,0.25,0.25,0.25
101,0.004621606,0.42287695,0.283651069,0.288850376,0.268502582,0.276247849,0.043889845,0.411359725,0.25,0.25,0.25,0.25
102,0.181818182,0.260954872,0.272400262,0.284826684,0.199906147,0.400750821,0.089160019,0.310183013,0.25,0.25,0.25,0.25
103,0.033866416,0.502351834,0.323612418,0.140169332,0.11556829,0.251671442,0.329512894,0.303247373,0.25,0.25,0.25,0.25
104,0.190950602,0.357824824,0.249066002,0.202158572,0.240455459,0.253851306,0.237441393,0.268251842,0.25,0.25,0.25,0.25
105,0.27185017,0.179341657,0.150397276,0.398410897,0.140454995,0.324431256,0.113748764,0.421364985,0.25,0.25,0.25,0.25
106,0.321715818,0.483243968,0.144772118,0.050268097,0.012798138,0.423502036,0.317626527,0.246073298,0.25,0.25,0.25,0.25
107,0.117826087,0.38826087,0.166956522,0.326956522,0.400866739,0.01191766,0.198266522,0.388949079,0.25,0.25,0.25,0.25
108,0.144315545,0.318793503,0.345243619,0.191647332,0.236842105,0.45498615,0.176592798,0.131578947,0.25,0.25,0.25,0.25
109,0.303820497,0.033353548,0.474226804,0.188599151,0.188212928,0.341254753,0.269961977,0.200570342,0.25,0.25,0.25,0.25
110,0.454171563,0.191539365,0.237955347,0.116333725,0.03148688,0.470553936,0.010495627,0.487463557,0.25,0.25,0.25,0.25
111,0.26953125,0.06796875,0.09453125,0.56796875,0.223197782,0.120147874,0.406192237,0.250462107,0.25,0.25,0.25,0.25
112,0.058473736,0.682854311,0.113974232,0.144697721,0.236051502,0.264923917,0.333593445,0.165431135,0.25,0.25,0.25,0.25
113,0.310344828,0.416445623,0.160477454,0.112732095,0.311546841,0.240522876,0.345969499,0.101960784,0.25,0.25,0.25,0.25
114,0.578825348,0.165378671,0.13755796,0.118238022,0.352832796,0.377245509,0.171810226,0.098111469,0.25,0.25,0.25,0.25
115,0.327540107,0.029411765,0.31684492,0.326203209,0.133079848,0.016159696,0.642585551,0.208174905,0.25,0.25,0.25,0.25
116,0.172543488,0.407616361,0.076633756,0.343206394,0.326647564,0.26408787,0.104584527,0.304680038,0.25,0.25,0.25,0.25
117,0.232826748,0.216413374,0.227963526,0.322796353,0.080733945,0.318807339,0.281192661,0.319266055,0.25,0.25,0.25,0.25
118,0.299617657,0.178658325,0.263816475,0.257907543,0.164801628,0.335198372,0.411495422,0.088504578,0.25,0.25,0.25,0.25
119,0.377058489,0.210675752,0.168086315,0.244179443,0.190230155,0.20807891,0.23907938,0.362611555,0.25,0.25,0.25,0.25
120,0.08,0.434042553,0.195744681,0.290212766,0.090780142,0.175413712,0.339479905,0.394326241,0.25,0.25,0.25,0.25
121,0.441801619,0.278340081,0.015688259,0.26417004,0.059196617,0.58210007,0.172656801,0.186046512,0.25,0.25,0.25,0.25
122,0.216487189,0.323431118,0.160787226,0.299294467,0.336782204,0.210553544,0.236420072,0.21624418,0.25,0.25,0.25,0.25
123,0.256819694,0.308715902,0.136393879,0.298070526,0.229762482,0.110518662,0.370334464,0.289384392,0.25,0.25,0.25,0.25
124,0.16189759,0.267319277,0.321536145,0.249246988,0.110516934,0.320855615,0.340463458,0.228163993,0.25,0.25,0.25,0.25
125,0.296696315,0.473316391,0.115628971,0.114358323,0.464755078,0.18339307,0.014336918,0.337514934,0.25,0.25,0.25,0.25
126,0.262992832,0.112903226,0.319892473,0.30421147,0.024660912,0.205918619,0.33107275,0.438347719,0.25,0.25,0.25,0.25
127,0.297297297,0.6709062,0.003974563,0.02782194,0.159468439,0.363787375,0.340531561,0.136212625,0.25,0.25,0.25,0.25
128,0.443113772,0.272787758,0.172322023,0.111776447,0.308108108,0.157357357,0.335735736,0.198798799,0.25,0.25,0.25,0.25
129,0.475703325,0.011508951,0.437340153,0.07544757,0.293665324,0.190406445,0.246796045,0.269132186,0.25,0.25,0.25,0.25
130,0.037949729,0.407097092,0.428289798,0.126663381,0.452462772,0.288659794,0.146620848,0.112256586,0.25,0.25,0.25,0.25
131,0.25721519,0.330632911,0.124050633,0.288101266,0.095096582,0.433382863,0.18969787,0.281822684,0.25,0.25,0.25,0.25
132,0.140264836,0.38548308,0.094163806,0.380088279,0.444864865,0.095135135,0.423783784,0.036216216,0.25,0.25,0.25,0.25
133,0.477660439,0.476035743,0.04549147,0.000812348,0.202729045,0.253736192,0.256335283,0.28719948,0.25,0.25,0.25,0.25
134,0.278534923,0.318994889,0.074105622,0.328364566,0.10297619,0.279166667,0.351190476,0.266666667,0.25,0.25,0.25,0.25
135,0.278608696,0.274086957,0.283130435,0.164173913,0.303563374,0.298601714,0.167794317,0.230040595,0.25,0.25,0.25,0.25
136,0.021650088,0.22527794,0.312463429,0.440608543,0.302102102,0.072072072,0.155555556,0.47027027,0.25,0.25,0.25,0.25
137,0.264175824,0.137582418,0.274285714,0.323956044,0.0995671,0.1504329,0.327922078,0.422077922,0.25,0.25,0.25,0.25
138,0.164921466,0.104712042,0.615183246,0.115183246,0.062291964,0.271516881,0.279125059,0.387066096,0.25,0.25,0.25,0.25
139,0.214213198,0.357360406,0.144162437,0.284263959,0.448232323,0.160353535,0.303661616,0.087752525,0.25,0.25,0.25,0.25
140,0.344425957,0.360510261,0.103161398,0.191902385,0.388461538,0.489010989,0.112087912,0.01043956,0.25,0.25,0.25,0.25
141,0.311635059,0.27421835,0.401845208,0.012301384,0.311654299,0.232649498,0.069838498,0.385857704,0.25,0.25,0.25,0.25
142,0.275603005,0.272835113,0.310794781,0.140767102,0.533203125,0.056640625,0.03515625,0.375,0.25,0.25,0.25,0.25
143,0.441780822,0.197488584,0.226598174,0.13413242,0.387559809,0.141945774,0.206539075,0.263955343,0.25,0.25,0.25,0.25
144,0.242618742,0.135643988,0.353444587,0.268292683,0.300910398,0.146621945,0.37565884,0.176808816,0.25,0.25,0.25,0.25
145,0.381428571,0.056190476,0.214285714,0.348095238,0.335695306,0.186005314,0.288308237,0.189991143,0.25,0.25,0.25,0.25
146,0.308922125,0.101083032,0.330067045,0.259927798,0.332278481,0.204113924,0.119462025,0.34414557,0.25,0.25,0.25,0.25
147,0.200923788,0.25404157,0.419745958,0.125288684,0.059157212,0.246353323,0.646677472,0.047811994,0.25,0.25,0.25,0.25
148,0.414298019,0.465977606,0.100775194,0.018949182,0.233980012,0.129335685,0.441504997,0.195179306,0.25,0.25,0.25,0.25
149,0.282670455,0.187973485,0.119318182,0.410037879,0.167464115,0.138755981,0.476076555,0.217703349,0.25,0.25,0.25,0.25
150,0.101572739,0.585190039,0.150720839,0.162516383,0.593073593,0.018398268,0.300865801,0.087662338,0.25,0.25,0.25,0.25
151,0.244444444,0.172888889,0.312444444,0.270222222,0.362628337,0.029568789,0.259548255,0.34825462,0.25,0.25,0.25,0.25
152,0.040935673,0.102339181,0.470760234,0.385964912,0.03769559,0.1685633,0.428876245,0.364864865,0.25,0.25,0.25,0.25
153,0.540983607,0.181639344,0.236721311,0.040655738,0.255523135,0.175906628,0.252605252,0.315964985,0.25,0.25,0.25,0.25
154,0.190544413,0.340974212,0.320916905,0.14756447,0.28810854,0.120510774,0.066241022,0.525139665,0.25,0.25,0.25,0.25
155,0.253562945,0.333729216,0.1347981,0.277909739,0.237515225,0.077953715,0.328867235,0.355663825,0.25,0.25,0.25,0.25
156,0.394324853,0.135029354,0.435420744,0.035225049,0.169888935,0.249280132,0.276840806,0.303990128,0.25,0.25,0.25,0.25
157,0.052707235,0.423574509,0.125539051,0.398179205,0.525969757,0.211702827,0.172912558,0.089414859,0.25,0.25,0.25,0.25
158,0.099865047,0.09851552,0.762483131,0.039136302,0.092127303,0.172529313,0.374092686,0.361250698,0.25,0.25,0.25,0.25
159,0.157340355,0.012508229,0.354180382,0.475971034,0.393157263,0.169267707,0.358943577,0.078631453,0.25,0.25,0.25,0.25
160,0.184034126,0.043266301,0.254113346,0.518586228,0.177419355,0.172043011,0.287841191,0.362696443,0.25,0.25,0.25,0.25
161,0.321044547,0.288018433,0.238095238,0.152841782,0.406666667,0.097333333,0.482666667,0.013333333,0.25,0.25,0.25,0.25
162,0.220899471,0.277116402,0.220238095,0.281746032,0.263832266,0.184041934,0.047757717,0.504368084,0.25,0.25,0.25,0.25
163,0.261730521,0.359448988,0.213947482,0.164873009,0.260914761,0.221413721,0.46049896,0.057172557,0.25,0.25,0.25,0.25
164,0.334843679,0.158586316,0.147258722,0.359311282,0.081494058,0.452178834,0.145444256,0.320882852,0.25,0.25,0.25,0.25
165,0.363773966,0.245206862,0.371342079,0.019677094,0.375766871,0.26993865,0.34892638,0.005368098,0.25,0.25,0.25,0.25
166,0.150970185,0.138192144,0.396592522,0.314245149,0.175572519,0.388676845,0.171119593,0.264631043,0.25,0.25,0.25,0.25
167,0.786869648,0.08753568,0.074215033,0.051379638,0.323998069,0.208112023,0.213423467,0.254466441,0.25,0.25,0.25,0.25
168,0.339053803,0.259276438,0.185064935,0.216604824,0.18986694,0.135619243,0.341862845,0.332650972,0.25,0.25,0.25,0.25
169,0.203703704,0.430415264,0.154882155,0.210998878,0.135200974,0.164433618,0.342874543,0.357490865,0.25,0.25,0.25,0.25
170,0.118040089,0.293244246,0.399406088,0.189309577,0.41185334,0.171270718,0.009040683,0.407835259,0.25,0.25,0.25,0.25
171,0.010408922,0.540520446,0.343494424,0.105576208,0.203208556,0.327094474,0.303921569,0.165775401,0.25,0.25,0.25,0.25
172,0.127866574,0.318276581,0.148019458,0.405837387,0.346153846,0.330357143,0.221153846,0.102335165,0.25,0.25,0.25,0.25
173,0.410060976,0.231199187,0.035569106,0.323170732,0.321833162,0.06900103,0.423789907,0.185375901,0.25,0.25,0.25,0.25
174,0.389867841,0.19030837,0.129955947,0.289867841,0.30464992,0.202565473,0.346338856,0.146445751,0.25,0.25,0.25,0.25
175,0.28546471,0.180992313,0.240740741,0.292802236,0.42621204,0.10655301,0.240277038,0.226957912,0.25,0.25,0.25,0.25
176,0.108118361,0.268209408,0.29552352,0.32814871,0.258064516,0.203510436,0.217267552,0.321157495,0.25,0.25,0.25,0.25
177,0.263518138,0.295687885,0.183778234,0.257015743,0.19500245,0.145026948,0.231259187,0.428711416,0.25,0.25,0.25,0.25
178,0.32007316,0.329218107,0.101508916,0.249199817,0.339724885,0.355564819,0.041267195,0.263443101,0.25,0.25,0.25,0.25
179,0.134036145,0.297188755,0.142068273,0.426706827,0.172394678,0.34368071,0.076496674,0.407427938,0.25,0.25,0.25,0.25
180,0.2096,0.6304,0.032,0.128,0.259294118,0.308705882,0.041411765,0.390588235,0.25,0.25,0.25,0.25
181,0.312633833,0.257316203,0.307637402,0.122412562,0.179468242,0.137370753,0.073116691,0.610044313,0.25,0.25,0.25,0.25
182,0.389165285,0.21448314,0.286346048,0.110005528,0.159949088,0.12303776,0.351718286,0.365294866,0.25,0.25,0.25,0.25
183,0.030965392,0.364298725,0.544626594,0.06010929,0.473812424,0.03410475,0.373934227,0.118148599,0.25,0.25,0.25,0.25
184,0.3,0.299303136,0.140766551,0.259930314,0.04789615,0.368845121,0.39659803,0.186660698,0.25,0.25,0.25,0.25
185,0.522228809,0.14048607,0.309425015,0.027860107,0.380027739,0.099167822,0.251733703,0.269070735,0.25,0.25,0.25,0.25
186,0.080516899,0.359840954,0.219681909,0.339960239,0.714733542,0.111807732,0.041797283,0.131661442,0.25,0.25,0.25,0.25
187,0.183263207,0.285179991,0.206638616,0.324918186,0.308701355,0.250546568,0.13948404,0.301268037,0.25,0.25,0.25,0.25
188,0.100436681,0.398627573,0.004990643,0.495945103,0.374836173,0.140891219,0.062909567,0.421363041,0.25,0.25,0.25,0.25
189,0.06923626,0.071377587,0.496074233,0.36331192,0.227884615,0.254807692,0.070192308,0.447115385,0.25,0.25,0.25,0.25
190,0.179291797,0.257283729,0.351411923,0.21201255,0.091836735,0.302721088,0.022675737,0.58276644,0.25,0.25,0.25,0.25
191,0.20729927,0.488321168,0.211678832,0.09270073,0.126512097,0.317540323,0.122983871,0.43296371,0.25,0.25,0.25,0.25
192,0.226828132,0.323241733,0.324173265,0.12575687,0.056852792,0.430964467,0.297461929,0.214720812,0.25,0.25,0.25,0.25
193,0.288655278,0.305300044,0.306614104,0.099430574,0.337426103,0,0.386539336,0.276034561,0.25,0.25,0.25,0.25
194,0.260695187,0.378342246,0.34157754,0.019385027,0.081081081,0.285862786,0.178794179,0.454261954,0.25,0.25,0.25,0.25
195,0.374768089,0.303339518,0.195269017,0.126623377,0.225102881,0.322633745,0.107407407,0.344855967,0.25,0.25,0.25,0.25
196,0.036796537,0.641414141,0.318903319,0.002886003,0.4200489,0.140831296,0.393643032,0.045476773,0.25,0.25,0.25,0.25
197,0.079130435,0.485217391,0.083478261,0.352173913,0.120058565,0.367008297,0.314787701,0.198145437,0.25,0.25,0.25,0.25
198,0.067062315,0.248071217,0.388724036,0.296142433,0.349386213,0.264400378,0.021246459,0.36496695,0.25,0.25,0.25,0.25
199,0.078225336,0.315236427,0.457676591,0.148861646,0.07629108,0.401408451,0.167840376,0.354460094,0.25,0.25,0.25,0.25
200,0.017671518,0.428274428,0.086798337,0.467255717,0.490980834,0.140924464,0.338782413,0.029312289,0.25,0.25,0.25,0.25
201,0.221447721,0.202680965,0.358176944,0.21769437,0.157187994,0.413112164,0.187203791,0.242496051,0.25,0.25,0.25,0.25
202,0.12301013,0.2170767,0.131693198,0.528219971,0.018087855,0.260335917,0.184108527,0.5374677,0.25,0.25,0.25,0.25
203,0.283435583,0.188957055,0.086503067,0.441104294,0.420895522,0.235074627,0.129104478,0.214925373,0.25,0.25,0.25,0.25
204,0.070110701,0.431734317,0.045510455,0.452644526,0.334375,0.1703125,0.339583333,0.155729167,0.25,0.25,0.25,0.25
205,0.327272727,0.472100313,0.068338558,0.132288401,0.440284054,0.036152356,0.171078115,0.352485474,0.25,0.25,0.25,0.25
206,0.296597988,0.408720652,0.016770484,0.277910877,0.215116279,0.244798042,0.268665851,0.271419829,0.25,0.25,0.25,0.25
207,0.379081016,0.275695284,0.261185006,0.084038694,0.174425457,0.215085445,0.249852681,0.360636417,0.25,0.25,0.25,0.25
208,0.077617329,0.360409146,0.231046931,0.330926594,0.105633803,0.577464789,0.150704225,0.166197183,0.25,0.25,0.25,0.25
209,0.243722304,0.170851797,0.381093058,0.204332841,0.412621359,0.162351672,0.059331176,0.365695793,0.25,0.25,0.25,0.25
210,0.349977096,0.117269812,0.353641777,0.179111315,0.068574514,0.255399568,0.226241901,0.449784017,0.25,0.25,0.25,0.25
211,0.39073741,0.269334532,0.273381295,0.066546763,0.437450826,0.034618411,0.173092054,0.35483871,0.25,0.25,0.25,0.25
